order_no,order_date,customer name,address,city,state,customer_type,account_id,order_priority,product_id,product_container,ship_mode,ship_date,cost_price,retail_price,order_quantity,sub_total,discount_%,discount_$,order_total,shipping_cost,total
6387-1,8/24/2016,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Small Business,2,Medium,80,Wrap Bag,Regular Air,8/24/2016,1.53,2.78,23,63.94,0.01,0.64,63.93,1.34,65.27
6389-1,8/24/2016,Kelly Williams,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,9,Medium,65,Small Box,Regular Air,8/25/2016,16.85,27.18,50,1359,0.02,27.18,1358.98,8.23,1367.21
6390-1,8/31/2016,Clay Ludtke,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Consumer,14,Critical,60,Wrap Bag,Regular Air,9/2/2016,3.32,5.18,32,165.76,0.06,9.95,165.7,2.04,167.74
6391-1,9/3/2016,Cynthia Voltz,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,14,Not Specified,30,Small Box,Regular Air,9/5/2016,10.07,15.98,30,479.4,0.08,38.35,479.32,4,483.32
6392-1,9/5/2016,Kristina Nunn,"22 Civic Rd,Auburn",Sydney,NSW,Consumer,3,Medium,111,Wrap Bag,Regular Air,9/7/2016,2.31,3.78,38,143.64,0.03,4.31,143.61,0.71,144.32
6393-1,9/6/2016,Darrin Van Huff,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,1,Medium,96,Small Box,Express Air,9/8/2016,62.4,155.99,22,3431.78,0.02,68.64,3431.76,8.08,3439.84
6394-1,9/6/2016,Raymond Fair,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,1,High,108,Wrap Bag,Regular Air,9/8/2016,1.92,3.26,38,123.88,0.02,2.48,123.86,1.86,125.72
6396-1,9/13/2016,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,1,Low,137,Small Box,Express Air,9/20/2016,4.03,9.38,46,431.48,0.09,38.83,431.39,7.28,438.67
6397-1,9/14/2016,Nathan Gelder,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,9,High,103,Wrap Bag,Regular Air,9/16/2016,1.76,2.94,26,76.44,0.03,2.29,76.41,0.81,77.22
6399-1,9/15/2016,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,7,High,112,Jumbo Drum,Delivery Truck,9/16/2016,219.61,535.64,44,23568.16,0.03,707.04,23568.13,14.7,23582.83
6401-1,9/17/2016,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,1,Low,28,Small Box,Regular Air,9/19/2016,6.39,19.98,44,879.12,0.03,26.37,879.09,4,883.09
6402-1,9/18/2016,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Consumer,6,Low,109,Small Box,Regular Air,9/18/2016,3.14,4.91,13,63.83,0.01,0.64,63.82,0.5,64.32
6403-1,9/18/2016,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,14,Medium,11,Small Box,Regular Air,9/20/2016,5.33,8.6,2,17.2,0.03,0.52,17.17,6.19,23.36
6403-2,9/18/2016,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,14,Medium,86,Small Box,Regular Air,9/19/2016,67.73,165.2,10,1652,0.08,132.16,1651.92,19.99,1671.91
6407-1,9/20/2016,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Small Business,8,Low,31,Small Pack,Regular Air,9/20/2016,4.79,11.97,38,454.86,0.02,9.1,454.84,5.81,460.65
6409-1,9/20/2016,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,12,Low,51,Wrap Bag,Regular Air,9/20/2016,3.48,5.43,12,65.16,0.01,0.65,65.15,0.95,66.1
6411-1,9/21/2016,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,5,Medium,90,Small Box,Regular Air,9/21/2016,2.45,3.89,50,194.5,0.08,15.56,194.42,7.01,201.43
6413-1,9/22/2016,Richard Bierner,"180 High Street,Windsor",Melbourne,VIC,Small Business,8,Medium,24,Wrap Bag,Regular Air,9/23/2016,2.52,4,22,88,0.09,7.92,87.91,1.3,89.21
6414-1,9/23/2016,Christine Phan,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,7,Medium,58,Small Box,Regular Air,9/26/2016,3.4,5.4,38,205.2,0.03,6.16,205.17,7.78,212.95
6415-1,9/25/2016,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,1,Critical,75,Small Box,Regular Air,9/26/2016,4.46,10.89,19,206.91,0.07,14.48,206.84,4.5,211.34
6417-1,9/26/2016,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,1,Medium,36,Small Box,Regular Air,9/28/2016,13.88,22.38,34,760.92,0.07,53.26,760.85,15.1,775.95
6417-2,9/26/2016,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,1,Medium,132,Small Box,Express Air,9/27/2016,14.7,29.99,36,1079.64,0.03,32.39,1079.61,5.5,1085.11
6418-1,9/26/2016,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,8,Low,121,Small Box,Regular Air,10/5/2016,21.97,35.44,44,1559.36,0.01,15.59,1559.35,4.92,1564.27
6422-1,9/28/2016,Troy Staebel,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,7,High,55,Small Box,Regular Air,9/30/2016,19.83,30.98,30,929.4,0.03,27.88,929.37,19.51,948.88
6423-1,9/30/2016,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,8,High,17,Small Box,Regular Air,10/2/2016,4.59,7.28,50,364,0.01,3.64,363.99,11.15,375.14
6425-1,10/1/2016,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,12,Medium,55,Small Box,Regular Air,10/2/2016,19.83,30.98,37,1146.26,0.01,11.46,1146.25,19.51,1165.76
6426-1,10/1/2016,David Flashing,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,12,Medium,18,Wrap Bag,Regular Air,10/2/2016,1.3,2.88,46,132.48,0.05,6.62,132.43,1.01,133.44
6427-1,10/6/2016,Katherine Ducich,"61A Bay Road,Wollstonecraft",Sydney,NSW,Corporate,2,High,22,Small Box,Regular Air,10/8/2016,3.52,5.68,23,130.64,0.02,2.61,130.62,1.39,132.01
6429-1,10/8/2016,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,1,High,98,Small Box,Regular Air,10/8/2016,11.04,16.98,43,730.14,0.09,65.71,730.05,12.39,742.44
6430-1,10/11/2016,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,9,Low,111,Wrap Bag,Regular Air,10/15/2016,2.31,3.78,22,83.16,0.1,8.32,83.06,0.71,83.77
6432-1,10/12/2016,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,8,Not Specified,10,Small Box,Regular Air,10/14/2016,54.29,90.48,25,2262,0.02,45.24,2261.98,19.99,2281.97
6433-1,10/13/2016,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,5,Low,65,Small Box,Regular Air,10/18/2016,16.85,27.18,38,1032.84,0.01,10.33,1032.83,8.23,1041.06
6434-1,10/14/2016,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,1,Medium,28,Small Box,Regular Air,10/17/2016,6.39,19.98,9,179.82,0.06,10.79,179.76,4,183.76
6436-1,10/15/2016,Barry Franz,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,9,Not Specified,88,Large Box,Regular Air,10/15/2016,56.16,136.98,27,3698.46,0.09,332.86,3698.37,24.49,3722.86
6438-1,10/16/2016,Odella Nelson,"523 King St,Newtown",Sydney,NSW,Small Business,7,Medium,7,Wrap Bag,Regular Air,10/18/2016,1.09,2.6,12,31.2,0.05,1.56,31.15,2.4,33.55
6440-1,10/18/2016,Doug Jacobs,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,6,Medium,88,Large Box,Regular Air,10/21/2016,56.16,136.98,21,2876.58,0.05,143.83,2876.53,24.49,2901.02
6442-1,10/19/2016,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,1,Critical,89,Small Pack,Regular Air,10/21/2016,5.19,12.98,49,636.02,0.09,57.24,635.93,3.14,639.07
6443-1,10/20/2016,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,4,Not Specified,81,Small Box,Regular Air,10/20/2016,2.26,3.58,34,121.72,0.07,8.52,121.65,5.47,127.12
6445-1,10/22/2016,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,14,Not Specified,27,Small Box,Regular Air,10/24/2016,1.59,2.61,44,114.84,0.07,8.04,114.77,0.5,115.27
6447-1,10/23/2016,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Consumer,7,Critical,25,Medium Box,Regular Air,10/25/2016,8.82,20.99,17,356.83,0,0,356.83,4.81,361.64
6449-1,10/23/2016,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Corporate,9,Low,88,Large Box,Regular Air,10/30/2016,56.16,136.98,3,410.94,0.1,41.09,410.84,24.49,435.33
6451-1,10/23/2016,Patrick Bzostek,"1/50-58 Hunter St,Sydney",Sydney,NSW,Consumer,14,Medium,79,Small Box,Regular Air,10/25/2016,1.84,2.88,32,92.16,0.01,0.92,92.15,1.49,93.64
6453-1,10/25/2016,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Corporate,9,Critical,27,Small Box,Express Air,10/27/2016,1.59,2.61,25,65.25,0.04,2.61,65.21,0.5,65.71
6455-1,10/25/2016,Caroline Jumper,"145 Ramsay St,Haberfield",Sydney,NSW,Corporate,4,High,5,Wrap Bag,Regular Air,10/27/2016,0.9,2.1,33,69.3,0.05,3.47,69.25,0.7,69.95
6457-1,10/27/2016,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,9,Medium,35,Small Box,Regular Air,10/28/2016,54.52,100.97,29,2928.13,0.05,146.41,2928.08,7.18,2935.26
6457-2,10/27/2016,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,9,Medium,114,Wrap Bag,Regular Air,10/27/2016,2.59,3.98,4,15.92,0.09,1.43,15.83,2.97,18.8
6460-1,10/28/2016,Joni Sundaresam,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,8,Low,75,Small Box,Express Air,11/6/2016,4.46,10.89,30,326.7,0.08,26.14,326.62,4.5,331.12
6461-1,10/28/2016,Logan Haushalter,"222 Barkly St,St Kilda",Melbourne,VIC,Corporate,9,Critical,64,Small Box,Regular Air,10/30/2016,1.98,3.15,24,75.6,0.02,1.51,75.58,0.49,76.07
6463-1,10/29/2016,Pierre Wener,"531 King St,Newtown",Sydney,NSW,Home Office,3,Critical,28,Small Box,Regular Air,10/30/2016,6.39,19.98,9,179.82,0.09,16.18,179.73,4,183.73
6465-1,10/31/2016,Rick Wilson,"81 MacLeay St,Potts Point",Sydney,NSW,Corporate,2,Medium,39,Medium Box,Regular Air,10/31/2016,9.91,15.99,33,527.67,0.01,5.28,527.66,11.28,538.94
6467-1,10/31/2016,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,8,Medium,74,Small Box,Regular Air,11/1/2016,3.65,5.98,23,137.54,0.01,1.38,137.53,1.49,139.02
6469-1,10/31/2016,George Zrebassa,"81 MacLeay St,Potts Point",Sydney,NSW,Home Office,2,Not Specified,84,Small Box,Regular Air,11/3/2016,3.5,5.74,48,275.52,0.05,13.78,275.47,5.01,280.48
6471-1,11/2/2016,Liz Carlisle,"797 Botany Rd,Rosebery",Sydney,NSW,Corporate,4,Critical,29,Small Box,Regular Air,11/3/2016,39.64,152.48,44,6709.12,0.03,201.27,6709.09,6.5,6715.59
6472-1,11/2/2016,Cassandra Brandow,"106 Ebley Street,Bondi Junction",Sydney,NSW,Home Office,5,Not Specified,92,Small Pack,Regular Air,11/3/2016,2.5,5.68,34,193.12,0,0,193.12,3.6,196.72
6473-1,11/2/2016,Valerie Mitchum,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,6,Not Specified,99,Small Pack,Regular Air,11/4/2016,16.8,40.97,26,1065.22,0.06,63.91,1065.16,8.99,1074.15
6475-1,11/2/2016,Roland Murray,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,12,Low,18,Wrap Bag,Regular Air,11/6/2016,1.3,2.88,41,118.08,0.1,11.81,117.98,1.01,118.99
6477-1,11/3/2016,Sheri Gordon,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,1,Not Specified,44,Small Box,Regular Air,11/4/2016,3.84,6.3,35,220.5,0.03,6.62,220.47,0.5,220.97
6479-1,11/5/2016,Bill Shonely,"73 MacLeay St,Potts Point",Sydney,NSW,Small Business,6,Low,84,Small Box,Regular Air,11/12/2016,3.5,5.74,5,28.7,0.07,2.01,28.63,5.01,33.64
6480-1,11/8/2016,Ken Black,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,6,Low,49,Small Box,Regular Air,11/13/2016,8.92,29.74,31,921.94,0,0,921.94,6.64,928.58
6482-1,11/8/2016,Carol Triggs,"644 George St,Sydney",Sydney,NSW,Home Office,13,Low,128,Wrap Bag,Regular Air,11/10/2016,1.09,1.82,40,72.8,0.05,3.64,72.75,1,73.75
6483-1,11/8/2016,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Consumer,9,Not Specified,5,Wrap Bag,Regular Air,11/8/2016,0.9,2.1,27,56.7,0.04,2.27,56.66,0.7,57.36
6484-1,11/9/2016,Luke Foster,"2-4 College Street, Darlinghurst",Sydney,NSW,Corporate,12,High,23,Small Pack,Regular Air,11/11/2016,0.94,2.08,39,81.12,0.04,3.24,81.08,2.56,83.64
6485-1,11/10/2016,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,12,Not Specified,52,Small Pack,Regular Air,11/12/2016,20.18,35.41,21,743.61,0.09,66.92,743.52,1.99,745.51
6487-1,11/12/2016,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Small Business,5,Not Specified,55,Small Box,Regular Air,11/12/2016,19.83,30.98,15,464.7,0,0,464.7,19.51,484.21
6489-1,11/13/2016,Ryan Crowe,"324A King St,Newtown",Sydney,NSW,Small Business,3,Low,64,Small Box,Regular Air,11/15/2016,1.98,3.15,41,129.15,0.06,7.75,129.09,0.49,129.58
6491-1,11/14/2016,Alan Barnes,"99 Glebe Point Rd,Glebe",Sydney,NSW,Corporate,6,Medium,7,Wrap Bag,Regular Air,11/15/2016,1.09,2.6,11,28.6,0.09,2.57,28.51,2.4,30.91
6493-1,11/16/2016,Jonathan Doherty,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,1,High,46,Wrap Bag,Regular Air,11/16/2016,2.29,3.58,32,114.56,0.09,10.31,114.47,1.63,116.1
6495-1,11/17/2016,Michael Paige,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,8,High,41,Small Box,Regular Air,11/19/2016,13.64,20.98,42,881.16,0.1,88.12,881.06,1.49,882.55
6496-1,11/17/2016,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,14,Medium,98,Small Box,Regular Air,11/19/2016,11.04,16.98,46,781.08,0.09,70.3,780.99,12.39,793.38
6497-1,11/20/2016,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,9,Critical,124,Wrap Bag,Regular Air,11/21/2016,1.05,1.95,20,39,0.06,2.34,38.94,1.63,40.57
6498-1,11/22/2016,Becky Pak,"79 Elliott St,Balmain",Sydney,NSW,Corporate,7,Low,22,Small Box,Regular Air,11/27/2016,3.52,5.68,10,56.8,0.09,5.11,56.71,1.39,58.1
6499-1,11/23/2016,Matt Connell,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,1,Critical,40,Wrap Bag,Regular Air,11/25/2016,3.75,7.08,29,205.32,0.07,14.37,205.25,2.35,207.6
6500-1,11/26/2016,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,3,Medium,58,Small Box,Regular Air,11/28/2016,3.4,5.4,1,5.4,0,0,5.4,7.78,13.18
6502-1,11/26/2016,Laurel Elliston,"1 John St,Waterloo",Sydney,NSW,Home Office,10,Medium,130,Small Box,Regular Air,11/28/2016,1.84,2.88,6,17.28,0.06,1.04,17.22,0.99,18.21
6503-1,11/26/2016,Erin Ashbrook,"61 York St,Sydney",Sydney,NSW,Consumer,5,Low,12,Wrap Bag,Regular Air,11/30/2016,0.87,1.81,18,32.58,0.06,1.95,32.52,0.75,33.27
6504-1,11/27/2016,Pauline Chand,"501 George St,Sydney",Sydney,NSW,Corporate,2,Not Specified,96,Small Box,Regular Air,11/29/2016,62.4,155.99,24,3743.76,0.04,149.75,3743.72,8.08,3751.8
6505-1,11/27/2016,John Murray,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,4,Low,72,Jumbo Drum,Delivery Truck,11/27/2016,278.99,449.99,18,8099.82,0.09,728.98,8099.73,49,8148.73
6506-1,11/28/2016,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,NSW,Small Business,10,Critical,77,Small Box,Regular Air,11/29/2016,1.94,3.08,18,55.44,0.02,1.11,55.42,0.99,56.41
6507-1,11/29/2016,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,7,Not Specified,142,Wrap Bag,Regular Air,11/30/2016,2.68,6.08,49,297.92,0.08,23.83,297.84,1.17,299.01
6509-1,12/1/2016,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Consumer,5,High,35,Small Box,Regular Air,12/2/2016,54.52,100.97,42,4240.74,0.1,424.07,4240.64,7.18,4247.82
6510-1,12/3/2016,Anthony Rawles,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Small Business,3,Medium,79,Small Box,Regular Air,12/5/2016,1.84,2.88,40,115.2,0,0,115.2,1.49,116.69
6511-1,12/4/2016,Jennifer Jackson,"Crown Complex,Southbank",Melbourne,VIC,Home Office,8,High,28,Small Box,Regular Air,12/5/2016,6.39,19.98,29,579.42,0.06,34.77,579.36,4,583.36
6512-1,12/5/2016,Frank Atkinson,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,1,High,82,Small Pack,Express Air,12/7/2016,1.46,3.57,10,35.7,0.01,0.36,35.69,4.17,39.86
6514-1,12/6/2016,Ben Peterman,"485 Crown St,Surry Hills",Sydney,NSW,Corporate,5,Low,29,Small Box,Regular Air,12/8/2016,32.02,152.48,46,7014.08,0.01,70.14,7014.07,4,7018.07
6515-1,12/8/2016,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Small Business,12,Low,17,Small Box,Regular Air,12/15/2016,4.59,7.28,18,131.04,0.09,11.79,130.95,11.15,142.1
6515-2,12/8/2016,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Small Business,12,Low,15,Wrap Bag,Regular Air,12/12/2016,0.71,1.14,28,31.92,0.09,2.87,31.83,0.7,32.53
6517-1,12/8/2016,Amy Hunt,"60 Commercial Rd,Prahran",Melbourne,VIC,Small Business,9,High,93,Small Box,Regular Air,12/10/2016,14.95,34.76,10,347.6,0.06,20.86,347.54,8.22,355.76
6521-1,12/9/2016,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Corporate,2,High,7,Wrap Bag,Regular Air,12/10/2016,1.09,2.6,8,20.8,0.02,0.42,20.78,2.4,23.18
6523-1,12/10/2016,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,1,Critical,71,Wrap Bag,Regular Air,12/12/2016,0.24,1.26,37,46.62,0.03,1.4,46.59,0.7,47.29
6525-1,12/10/2016,Ken Lonsdale,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,8,Low,2,Wrap Bag,Regular Air,12/14/2016,2.39,4.26,44,187.44,0.01,1.87,187.43,1.2,188.63
6527-1,12/10/2016,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Home Office,10,Not Specified,23,Small Pack,Regular Air,12/12/2016,0.94,2.08,36,74.88,0.1,7.49,74.78,2.56,77.34
6528-1,12/10/2016,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,1,Low,20,Wrap Bag,Regular Air,12/15/2016,1.82,2.98,45,134.1,0.05,6.71,134.05,1.58,135.63
6529-1,12/14/2016,Dorris Love,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,4,High,49,Small Box,Regular Air,12/15/2016,8.92,29.74,22,654.28,0.07,45.8,654.21,6.64,660.85
6530-1,12/15/2016,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,10,Low,19,Small Pack,Express Air,12/24/2016,5.5,12.22,17,207.74,0.01,2.08,207.73,2.85,210.58
6531-1,12/17/2016,Theresa Coyne,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,1,High,24,Wrap Bag,Regular Air,12/19/2016,2.52,4,28,112,0.04,4.48,111.96,1.3,113.26
6532-1,12/18/2016,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,1,Critical,119,Small Pack,Regular Air,12/19/2016,4.19,10.23,19,194.37,0.05,9.72,194.32,4.68,199
6534-1,12/19/2016,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Home Office,14,Critical,29,Small Box,Regular Air,12/21/2016,32.02,152.48,12,1829.76,0.07,128.08,1829.69,4,1833.69
6535-1,12/21/2016,Benjamin Farhat,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,1,Critical,23,Small Pack,Regular Air,12/22/2016,0.94,2.08,49,101.92,0.07,7.13,101.85,2.56,104.41
6536-1,12/22/2016,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,NSW,Home Office,6,Critical,42,Small Box,Regular Air,12/23/2016,1.18,1.88,19,35.72,0.06,2.14,35.66,1.49,37.15
6538-1,12/24/2016,Lisa Hazard,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Home Office,9,High,90,Small Box,Regular Air,12/25/2016,2.45,3.89,3,11.67,0,0,11.67,7.01,18.68
6540-1,12/25/2016,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Small Business,5,Not Specified,115,Small Box,Regular Air,12/26/2016,52.07,83.98,38,3191.24,0,0,3191.24,5.01,3196.25
6541-1,12/28/2016,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,1,High,107,Small Box,Regular Air,12/30/2016,3.75,5.77,42,242.34,0,0,242.34,4.97,247.31
6542-1,12/28/2016,Tracy Zic,"24 Addison Rd,Marrickville",Sydney,NSW,Consumer,13,Medium,80,Wrap Bag,Regular Air,12/29/2016,1.17,2.78,48,133.44,0.03,4,133.41,1.2,134.61
6543-1,12/28/2016,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Corporate,2,Medium,30,Small Box,Regular Air,12/29/2016,10.07,15.98,14,223.72,0.05,11.19,223.67,4,227.67
6544-1,12/31/2016,Shahid Shariari,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Corporate,3,Low,42,Small Box,Regular Air,1/4/2017,1.18,1.88,22,41.36,0.04,1.65,41.32,1.49,42.81
6546-1,1/3/2017,Julia Barnett,"485 Crown St,Surry Hills",Sydney,NSW,Home Office,5,Not Specified,29,Small Box,Regular Air,1/4/2017,32.02,152.48,46,7014.08,0.04,280.56,7014.04,4,7018.04
6548-1,1/4/2017,Muhammed Yedwab,"18 Whistler St,Sydney",Sydney,NSW,Consumer,12,Not Specified,130,Small Box,Regular Air,1/5/2017,1.84,2.88,26,74.88,0.01,0.75,74.87,0.99,75.86
6550-1,1/4/2017,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,1,Medium,57,Wrap Bag,Regular Air,1/6/2017,1.6,2.62,35,91.7,0.04,3.67,91.66,0.8,92.46
6552-1,1/6/2017,Stephanie Phelps,"324A King St,Newtown",Sydney,NSW,Consumer,3,Medium,50,Small Box,Regular Air,1/7/2017,60.59,100.98,12,1211.76,0,0,1211.76,7.18,1218.94
6553-1,1/10/2017,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Home Office,10,Medium,130,Small Box,Regular Air,1/11/2017,1.84,2.88,22,63.36,0.02,1.27,63.34,0.99,64.33
6555-1,1/11/2017,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,12,Critical,89,Small Pack,Regular Air,1/13/2017,5.19,12.98,49,636.02,0.02,12.72,636,3.14,639.14
6557-1,1/14/2017,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Home Office,7,Medium,81,Small Box,Regular Air,1/15/2017,2.26,3.58,38,136.04,0.03,4.08,136.01,5.47,141.48
6558-1,1/17/2017,Ann Steele,"6-8 O'Connell Street,Newtown",Sydney,NSW,Corporate,12,Critical,17,Small Box,Regular Air,1/18/2017,4.59,7.28,39,283.92,0.08,22.71,283.84,11.15,294.99
6560-1,1/18/2017,Sung Chung,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,2,Not Specified,15,Wrap Bag,Express Air,1/20/2017,0.71,1.14,14,15.96,0,0,15.96,0.7,16.66
6561-1,1/19/2017,Luke Weiss,"88 Oxford St,Woollahra",Sydney,NSW,Corporate,10,Not Specified,25,Medium Box,Regular Air,1/21/2017,8.82,20.99,29,608.71,0.03,18.26,608.68,4.81,613.49
6562-1,1/19/2017,Laurel Workman,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Home Office,6,Medium,89,Small Pack,Express Air,1/21/2017,5.19,12.98,10,129.8,0.05,6.49,129.75,3.14,132.89
6564-1,1/19/2017,Carol Darley,"Crown Complex,Southbank",Melbourne,VIC,Small Business,9,Low,55,Small Box,Express Air,1/26/2017,19.83,30.98,41,1270.18,0.04,50.81,1270.14,19.51,1289.65
6565-1,1/20/2017,Julia Barnett,"485 Crown St,Surry Hills",Sydney,NSW,Corporate,5,Not Specified,17,Small Box,Regular Air,1/21/2017,4.59,7.28,24,174.72,0.1,17.47,174.62,11.15,185.77
6567-1,1/23/2017,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,3,Not Specified,116,Wrap Bag,Regular Air,1/25/2017,2.16,3.85,18,69.3,0.04,2.77,69.26,0.7,69.96
6569-1,1/24/2017,Ken Heidel,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,6,Not Specified,84,Small Box,Regular Air,1/26/2017,3.5,5.74,46,264.04,0.05,13.2,263.99,5.01,269
6571-1,1/26/2017,Harold Pawlan,"180 High Street,Windsor",Melbourne,VIC,Small Business,8,High,45,Small Box,Regular Air,1/27/2017,156.5,300.97,29,8728.13,0.03,261.84,8728.1,7.18,8735.28
6572-1,1/27/2017,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,6,Critical,143,Small Box,Regular Air,1/28/2017,3.99,6.23,25,155.75,0.07,10.9,155.68,6.97,162.65
6574-1,1/30/2017,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,12,Not Specified,4,Jumbo Drum,Delivery Truck,2/2/2017,75,120.97,4,483.88,0.07,33.87,483.81,26.3,510.11
